"eventId"	"parentEventId"	"datasetId"	"locationId"	"protocolId"	"eventType"	"eventName"	"recordedBy"	"recordedById"	"fieldNumber"	"eventDate"	"year"	"month"	"day"	"verbatimEventDate"	"verbatimLocality"	"verbatimElevation"	"verbatimDepth"	"verbatimCoordinates"	"verbatimLatitude"	"verbatimLongitude"	"verbatimCoordinateSystem"	"verbatimSrs"	"habitat"	"protocolDescription"	"sampleSizeValue"	"sampleSizeUnit"	"eventEffort"	"fieldNotes"	"eventCitation"	"eventRemarks"	"higherGeographyId"	"higherGeography"	"continent"	"waterBody"	"islandGroup"	"island"	"country"	"countryCode"	"stateProvince"	"county"	"municipality"	"locality"	"minimumElevationInMeters"	"maximumElevationInMeters"	"minimumDistanceAboveSurfaceInMeters"	"maximumDistanceAboveSurfaceInMeters"	"minimumDepthInMeters"	"maximumDepthInMeters"	"verticalDatum"	"locationAccordingTo"	"locationRemarks"	"decimalLatitude"	"decimalLongitude"	"geodeticDatum"	"coordinateUncertaintyInMeters"	"coordinatePrecision"	"pointRadiusSpatialFit"	"footprintWkt"	"footprintSrs"	"footprintSpatialFit"	"georeferencedBy"	"georeferencedDate"	"georeferenceProtocol"	"georeferenceSources"	"georeferenceRemarks"	"preferredSpatialRepresentation"
"evt_2235"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Zapata"	""		"-33.392, -71.271"	-33.392	-71.271					15												"Chile"		"Metropolitana de Santiago"			"Zapata"										-33.392	-71.271													
"evt_2236"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Zapata"	""		"-33.392, -71.271"	-33.392	-71.271					15												"Chile"		"Metropolitana de Santiago"			"Zapata"										-33.392	-71.271													
"evt_2237"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Zapata"	""		"-33.392, -71.271"	-33.392	-71.271					15												"Chile"		"Metropolitana de Santiago"			"Zapata"										-33.392	-71.271													
"evt_2238"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Zapata"	""		"-33.392, -71.271"	-33.392	-71.271					15												"Chile"		"Metropolitana de Santiago"			"Zapata"										-33.392	-71.271													
"evt_2239"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Zapata"	""		"-33.392, -71.271"	-33.392	-71.271					15												"Chile"		"Metropolitana de Santiago"			"Zapata"										-33.392	-71.271													
"evt_2240"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Zapata"	""		"-33.392, -71.271"	-33.392	-71.271					15												"Chile"		"Metropolitana de Santiago"			"Zapata"										-33.392	-71.271													
"evt_2241"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2242"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2243"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2244"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2245"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2246"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2247"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2248"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2249"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Lagunillas"	""		"-33.655, -70.323"	-33.655	-70.323					15												"Chile"		"Metropolitana de Santiago"			"Lagunillas"										-33.655	-70.323													
"evt_2250"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Rio Clarillo National Reserve"	""		"-33.727, -70.479"	-33.727	-70.479					15												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.727	-70.479													
"evt_2251"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Rio Clarillo National Reserve"	""		"-33.727, -70.479"	-33.727	-70.479					15												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.727	-70.479													
"evt_2252"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Rio Clarillo National Reserve"	""		"-33.727, -70.479"	-33.727	-70.479					15												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.727	-70.479													
"evt_2253"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Rio Clarillo National Reserve"	""		"-33.727, -70.479"	-33.727	-70.479					15												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.727	-70.479													
"evt_2254"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Rio Clarillo National Reserve"	""		"-33.727, -70.479"	-33.727	-70.479					15												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.727	-70.479													
"evt_2255"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Rio Clarillo National Reserve"	""		"-33.727, -70.479"	-33.727	-70.479					15												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.727	-70.479													
"evt_2256"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Rio Clarillo National Reserve"	""		"-33.727, -70.479"	-33.727	-70.479					15												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.727	-70.479													
"evt_2257"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2258"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2259"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2260"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2261"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2262"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2263"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2264"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2265"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2266"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Coya, VI Region"	""		"-34.202, -70.522"	-34.202	-70.522					15												"Chile"		"O'Higgins"			"Coya, VI Region"										-34.202	-70.522													
"evt_2267"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Termas del Flaco, VI Region"	""		"-34.96, -70.425"	-34.96	-70.425					15												"Chile"		"O'Higgins"			"Termas del Flaco, VI Region"										-34.96	-70.425													
"evt_2268"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Termas del Flaco, VI Region"	""		"-34.96, -70.425"	-34.96	-70.425					15												"Chile"		"O'Higgins"			"Termas del Flaco, VI Region"										-34.96	-70.425													
"evt_2269"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Termas del Flaco, VI Region"	""		"-34.96, -70.425"	-34.96	-70.425					15												"Chile"		"O'Higgins"			"Termas del Flaco, VI Region"										-34.96	-70.425													
"evt_2270"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Termas del Flaco, VI Region"	""		"-34.96, -70.425"	-34.96	-70.425					15												"Chile"		"O'Higgins"			"Termas del Flaco, VI Region"										-34.96	-70.425													
"evt_2271"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Termas del Flaco, VI Region"	""		"-34.96, -70.425"	-34.96	-70.425					15												"Chile"		"O'Higgins"			"Termas del Flaco, VI Region"										-34.96	-70.425													
"evt_2272"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Termas del Flaco, VI Region"	""		"-34.96, -70.425"	-34.96	-70.425					15												"Chile"		"O'Higgins"			"Termas del Flaco, VI Region"										-34.96	-70.425													
"evt_2273"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Termas del Flaco, VI Region"	""		"-34.96, -70.425"	-34.96	-70.425					15												"Chile"		"O'Higgins"			"Termas del Flaco, VI Region"										-34.96	-70.425													
"evt_2274"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Termas del Flaco, VI Region"	""		"-34.96, -70.425"	-34.96	-70.425					15												"Chile"		"O'Higgins"			"Termas del Flaco, VI Region"										-34.96	-70.425													
"evt_2275"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Radal Siete Tazas National Resere, VII Region"	""		"-35.439, -71.06"	-35.439	-71.06					15												"Chile"		"Maule"			"Radal Siete Tazas National Resere, VII Region"										-35.439	-71.06													
"evt_2276"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Radal Siete Tazas National Resere, VII Region"	""		"-35.439, -71.06"	-35.439	-71.06					15												"Chile"		"Maule"			"Radal Siete Tazas National Resere, VII Region"										-35.439	-71.06													
"evt_2277"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Radal Siete Tazas National Resere, VII Region"	""		"-35.439, -71.06"	-35.439	-71.06					15												"Chile"		"Maule"			"Radal Siete Tazas National Resere, VII Region"										-35.439	-71.06													
"evt_2278"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Radal Siete Tazas National Resere, VII Region"	""		"-35.439, -71.06"	-35.439	-71.06					15												"Chile"		"Maule"			"Radal Siete Tazas National Resere, VII Region"										-35.439	-71.06													
"evt_2279"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Radal Siete Tazas National Resere, VII Region"	""		"-35.439, -71.06"	-35.439	-71.06					15												"Chile"		"Maule"			"Radal Siete Tazas National Resere, VII Region"										-35.439	-71.06													
"evt_2280"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Radal Siete Tazas National Resere, VII Region"	""		"-35.439, -71.06"	-35.439	-71.06					15												"Chile"		"Maule"			"Radal Siete Tazas National Resere, VII Region"										-35.439	-71.06													
"evt_2281"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Radal Siete Tazas National Resere, VII Region"	""		"-35.439, -71.06"	-35.439	-71.06					15												"Chile"		"Maule"			"Radal Siete Tazas National Resere, VII Region"										-35.439	-71.06													
"evt_2282"					"ORGANISM_INTERACTION"					"2012-11/2013-03"					"Radal Siete Tazas National Resere, VII Region"	""		"-35.439, -71.06"	-35.439	-71.06					15												"Chile"		"Maule"			"Radal Siete Tazas National Resere, VII Region"										-35.439	-71.06													
"evt_2283"					"ORGANISM_INTERACTION"					"2002-09/2012-10"					"Rio Clarillo National Reserve"	""		"33°41' S, 70°24' W"	-33.68	-70.4					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.68	-70.4													
"evt_2284"					"ORGANISM_INTERACTION"					"2002-09/2012-10"					"Rio Clarillo National Reserve"	""		"33°41' S, 70°24' W"	-33.68	-70.4					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.68	-70.4													
"evt_2285"					"ORGANISM_INTERACTION"					"2003-10/2003-12"					"Rio Clarillo National Reserve"	""		"33°S (33°51'S, 70°29'W*)"	-33.85	-70.48333333																	"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.85	-70.48333333													
"evt_2286"					"ORGANISM_INTERACTION"					"2003-10/2003-12"					"Rio Clarillo National Reserve"	""		"33°S (33°51'S, 70°29'W*)"	-33.85	-70.48333333																	"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.85	-70.48333333													
"evt_2287"					"ORGANISM_INTERACTION"					"2003-10/2003-12"					"Rio Clarillo National Reserve"	""		"33°S (33°51'S, 70°29'W*)"	-33.85	-70.48333333																	"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"										-33.85	-70.48333333													
"evt_2288"					"ORGANISM_INTERACTION"					"2003-10/2003-12"					"Robleria del Cobre de Loncha National Reserve"	""		"34°S (34°05'S, 70°54'W*)"	-34.08	-70.9																	"Chile"		"Metropolitana de Santiago"			"Robleria del Cobre de Loncha National Reserve"										-34.08	-70.9													
"evt_2289"					"ORGANISM_INTERACTION"					"2003-10/2003-12"					"Robleria del Cobre de Loncha National Reserve"	""		"34°S (34°05'S, 70°54'W*)"	-34.08	-70.9																	"Chile"		"Metropolitana de Santiago"			"Robleria del Cobre de Loncha National Reserve"										-34.08	-70.9													
"evt_2290"					"ORGANISM_INTERACTION"					"2003-10/2003-12"					"Robleria del Cobre de Loncha National Reserve"	""		"34°S (34°05'S, 70°54'W*)"	-34.08	-70.9																	"Chile"		"Metropolitana de Santiago"			"Robleria del Cobre de Loncha National Reserve"										-34.08	-70.9													
"evt_2291"					"ORGANISM_INTERACTION"					"2003-10/2003-12"					"Robleria del Cobre de Loncha National Reserve"	""		"34°S (34°05'S, 70°54'W*)"	-34.08	-70.9																	"Chile"		"Metropolitana de Santiago"			"Robleria del Cobre de Loncha National Reserve"										-34.08	-70.9													
"evt_2292"					"ORGANISM_INTERACTION"					""					"La Parva Valle Nevado"	"2300-3200"		"33°S"	-33						1												"Chile"		"Metropolitana de Santiago"			"La Parva Valle Nevado"	2300									-33														
"evt_2293"					"ORGANISM_INTERACTION"					""					"La Parva Valle Nevado"	"2300-3200"		"33°S"	-33						1												"Chile"		"Metropolitana de Santiago"			"La Parva Valle Nevado"	2300									-33														
"evt_2294"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2295"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2296"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2297"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2298"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2299"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2300"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2301"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2302"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2303"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2304"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2305"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2306"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2307"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2308"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2309"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2310"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2311"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2312"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2313"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2314"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2315"					"ORGANISM_INTERACTION"					"2012-11/2013-02"					"Rio Clarillo National Reserve"	"860-3057"		" 33° 41'S -  33° 51'S, 70° 24' –70° 29' W"	-33.73	-70.479					30												"Chile"		"Metropolitana de Santiago"			"Rio Clarillo National Reserve"	860									-33.73	-70.479													
"evt_2316"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.636"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2317"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.637"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2318"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.638"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2319"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.639"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2320"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.640"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2321"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.641"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2322"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.642"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2323"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.643"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2324"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Ralbun , VII-VIII Region"	"525"		" -36.063, -72.644"	-36.063	-72.636					5												"Chile"		"Ñuble"			"Ralbun , VII-VIII Region"	525									-36.063	-72.636													
"evt_2325"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2326"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2327"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2328"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2329"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2330"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2331"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2332"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2333"					"ORGANISM_INTERACTION"					"2005-02/2006-08"					"Soltero 0126"	"475"		"-35.987, -72.68"	-35.987	-72.68					5												"Chile"		"Maule"			"Soltero 0126"	475									-35.987	-72.68													
"evt_2334"					"ORGANISM_INTERACTION"					"2000-04/2001-02"					"Las Peñas, VI Region"	"720"		"34°44'33'' S, 70°46'31'' W"	-34.74	-70.77527778																	"Chile"		"O'Higgins"			"Las Peñas, VI Region"	720									-34.74	-70.77527778													
"evt_2335"					"ORGANISM_INTERACTION"					"2000-04/2001-02"					"Las Peñas, VI Region"	"720"		"34°44'33'' S, 70°46'31'' W"	-34.74	-70.77527778																	"Chile"		"O'Higgins"			"Las Peñas, VI Region"	720									-34.74	-70.77527778													
"evt_2336"					"ORGANISM_INTERACTION"					"2000-04/2001-02"					"Las Peñas, VI Region"	"720"		"34°44'33'' S, 70°46'31'' W"	-34.74	-70.77527778																	"Chile"		"O'Higgins"			"Las Peñas, VI Region"	720									-34.74	-70.77527778													
"evt_2337"					"ORGANISM_INTERACTION"					"2000-04/2001-02"					"Altos de Lircay National Reserve, VII Region"	"1215"		"35°36'21'' S, 71°04'21'' W"	-35.61	-71.0725																	"Chile"		"Maule"			"Altos de Lircay National Reserve, VII Region"	1215									-35.61	-71.0725													
"evt_2338"					"ORGANISM_INTERACTION"					"2000-04/2001-02"					"Altos de Lircay National Reserve, VII Region"	"1215"		"35°36'21'' S, 71°04'21'' W"	-35.61	-71.0725																	"Chile"		"Maule"			"Altos de Lircay National Reserve, VII Region"	1215									-35.61	-71.0725													
"evt_2339"					"ORGANISM_INTERACTION"					"2000-04/2001-02"					"Altos de Lircay National Reserve, VII Region"	"1215"		"35°36'21'' S, 71°04'21'' W"	-35.61	-71.0725																	"Chile"		"Maule"			"Altos de Lircay National Reserve, VII Region"	1215									-35.61	-71.0725													
